make,model,location,price,body_type,type,doors,mileage,first_registration,gearbox,fuel_type,colour,seller,seats,engine_size,gears,drivetrain,cylinders,comfort_convenience,entertainment_media,safety_security,extras,empty_weight,emission_class,upholstery,power_kw,power_hp,consumption_comb
Fiat,New,IT,18690.0,Sedan,Pre-registered,5.0,1.0,1,Manual,Benzine,Light,Dealer,4.0,875.0,6.0,4WD,2.0,4,8,12,3,1125.0,Euro 6d-TEMP,Cloth,63.0,86.0,4.792243681789035
Fiat,Old,BE,9990.0,Sedan,Used,5.0,75036.0,9,Manual,Benzine,Dark,Dealer,5.0,1368.0,6.0,Front,4.0,5,5,5,2,1315.0,Euro 6,Cloth,70.0,95.0,4.734285714285712
Fiat,Old,IT,8900.0,Sedan,Used,5.0,149800.0,10,Manual,Benzine,Others,Dealer,5.0,1368.0,6.0,Front,4.0,10,4,9,3,1335.0,Euro 6,Part leather,70.0,95.0,6.1
Fiat,New,IT,22990.0,Sedan,Pre-registered,5.0,1.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,10,4,10,2,1315.0,Euro 6,Velour,73.0,99.0,5.5
Fiat,Old,AT,14490.0,Sedan,Used,3.0,46000.0,6,Manual,Benzine,Others,Dealer,4.0,1242.0,5.0,Front,4.0,11,3,9,1,940.0,Euro 6,Cloth,51.0,69.0,4.3
Fiat,Old,IT,15900.0,Sedan,Used,5.0,100004.0,6,Manual,Diesel,Dark,Dealer,4.0,1248.0,5.0,4WD,4.0,2,2,10,1,1200.0,Euro 6,Cloth,70.0,95.0,4.4
Fiat,New,IT,22400.0,Sedan,Pre-registered,5.0,1.0,1,Manual,Diesel,Others,Dealer,5.0,1248.0,5.0,Front,4.0,9,4,10,2,1370.0,Euro 6,Cloth,70.0,95.0,3.0
Fiat,Old,AT,8999.0,Sedan,Used,3.0,82000.0,9,Manual,Benzine,Dark,Dealer,4.0,875.0,5.0,Front,4.0,8,6,14,1,930.0,Euro 5,Cloth,63.0,86.0,4.0
Fiat,New,IT,15990.0,Sedan,Pre-registered,4.0,10.0,1,Manual,Benzine,Others,Dealer,5.0,999.0,5.0,Front,3.0,12,6,13,2,1315.0,Euro 6d,Cloth,74.0,101.0,5.7
Fiat,New,IT,13250.0,Sedan,Pre-registered,3.0,1.0,1,Manual,Electric,Others,Dealer,4.0,999.0,6.0,Front,3.0,5,4,9,1,1055.0,Euro 6,Cloth,51.0,69.0,3.9
Fiat,New,IT,24450.0,Sedan,Pre-registered,5.0,10.0,1,Manual,Diesel,Dark,Dealer,5.0,1248.0,5.0,Front,4.0,8,3,3,3,1400.0,Euro 6,Cloth,70.0,95.0,4.2
Fiat,New,IT,24900.0,Sedan,Used,5.0,123.0,1,Automatic,Electric,Others,Dealer,5.0,1469.0,7.0,Front,4.0,9,6,5,2,1315.0,Euro 6,Velour,96.0,131.0,5.102272727272736
Fiat,Old,IT,8999.0,Sedan,Used,5.0,128000.0,7,Manual,Diesel,Dark,Dealer,5.0,1248.0,5.0,Front,4.0,6,7,14,6,1220.0,Euro 6,alcantara,70.0,95.0,3.4
Fiat,New,IT,17500.0,Sedan,Used,5.0,38670.0,4,Automatic,Diesel,Others,Dealer,5.0,1248.0,5.0,Front,4.0,9,2,2,1,1360.0,Euro 6,Velour,70.0,95.0,4.0
Fiat,Old,IT,4850.0,Sedan,Used,3.0,54000.0,29,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,4.0,1,1,5,6,740.0,Euro 1,Full leather,33.0,45.0,7.062500000000002
Fiat,New,DE,21980.0,Sedan,Employee's car,5.0,100.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,4.0,14,10,24,6,1315.0,Euro 6d,Cloth,74.0,101.0,5.4
Fiat,Old,FR,10799.0,Sedan,Used,5.0,97758.0,6,Manual,Diesel,Dark,Dealer,5.0,1598.0,6.0,Front,4.0,8,6,11,1,1270.0,Euro 6,Cloth,88.05405405405405,120.05405405405405,4.84326923076924
Fiat,New,IT,17900.0,Sedan,Used,5.0,8481.0,3,Manual,Diesel,Dark,Dealer,5.0,1248.0,5.0,Front,4.0,11,2,7,2,1375.0,Euro 6,Cloth,70.0,95.0,4.2
Fiat,New,IT,15790.0,Sedan,Pre-registered,4.0,10.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,12,6,13,2,1315.0,Euro 6d,Cloth,74.0,101.0,5.7
Fiat,New,IT,8880.0,Sedan,Used,3.0,49860.0,4,Manual,Benzine,Dark,Dealer,4.0,1242.0,5.0,Front,4.0,13,8,16,2,960.0,Euro 6d-TEMP,Cloth,51.0,69.0,4.8
Fiat,New,IT,13850.0,Sedan,Pre-registered,3.0,1.0,1,Manual,Electric,Light,Dealer,4.0,999.0,6.0,Front,3.0,5,4,9,1,1055.0,Euro 6,Velour,51.0,69.0,3.9
Fiat,New,IT,15990.0,Sedan,Pre-registered,4.0,10.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,12,6,13,2,1315.0,Euro 6d,Cloth,74.0,101.0,5.7
Fiat,New,IT,20800.0,Sedan,Used,5.0,9000.0,3,Manual,Benzine,Others,Dealer,5.0,999.0,5.0,Front,3.0,10,2,12,1,1335.0,Euro 6d-TEMP,Cloth,74.0,101.0,5.5
Fiat,New,IT,17900.0,Sedan,Employee's car,2.0,13000.0,2,Manual,Electric,Others,Dealer,4.0,999.0,6.0,Front,3.0,10,5,6,2,1055.0,Euro 6,Part leather,51.0,69.0,4.6
Fiat,Old,BE,8750.0,Sedan,Used,3.0,81000.0,7,Manual,Benzine,Light,Dealer,4.0,1242.0,5.0,Front,4.0,7,7,10,3,865.0,Euro 6,Cloth,51.0,69.0,4.9
Fiat,New,IT,18700.0,Sedan,Pre-registered,3.0,1.0,1,Manual,Benzine,Others,Dealer,4.0,999.0,6.0,Front,3.0,8,5,9,2,1055.0,Euro 6d-TEMP,Cloth,51.0,69.0,3.9
Fiat,Old,IT,14999.0,Sedan,Used,5.0,44000.0,6,Manual,Diesel,Dark,Dealer,5.0,1248.0,5.0,Front,4.0,11,10,17,5,1395.0,Euro 6,Cloth,70.0,95.0,4.1
Fiat,New,IT,17450.0,Sedan,Used,5.0,11463.0,2,Manual,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,11,4,9,2,1335.0,Euro 6,Cloth,73.0,99.0,5.3
Fiat,New,IT,15900.0,Sedan,Used,5.0,31200.0,3,Manual,Benzine,Others,Dealer,5.0,1368.0,6.0,Front,4.0,4,9,10,3,1320.0,Euro 6,Cloth,70.0,95.0,6.2
Fiat,New,AT,23500.0,Sedan,Employee's car,5.0,8.0,2,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,14,8,20,6,1240.0,Euro 6d,Cloth,74.0,101.0,5.8
Fiat,Old,IT,14900.0,Sedan,Used,5.0,49499.0,8,Manual,Diesel,Light,Dealer,4.0,1248.0,5.0,4WD,4.0,8,4,9,2,1110.0,Euro 5,Velour,59.0,80.0,4.7
Fiat,New,IT,18900.0,Sedan,Pre-registered,3.0,10.0,1,Manual,Electric,Light,Dealer,4.0,999.0,6.0,Front,3.0,8,6,10,2,1055.0,Euro 6d-TEMP,Part leather,51.0,69.0,4.370786516853928
Fiat,Old,IT,9900.0,Sedan,Used,5.0,112464.0,6,Manual,Diesel,Light,Dealer,5.0,1248.0,5.0,Front,4.0,5,7,13,1,1220.0,Euro 6,Cloth,70.0,95.0,3.4
Fiat,Old,IT,12800.0,Sedan,Used,4.0,64567.0,7,Manual,Benzine,Others,Dealer,5.0,1368.0,6.0,Front,4.0,5,4,13,4,1225.0,Euro 6,Cloth,70.0,95.0,5.7
Fiat,Old,BE,9490.0,Sedan,Used,5.0,39481.0,8,Manual,Benzine,Dark,Dealer,5.0,1242.0,5.0,Front,4.0,4,5,5,1,1105.0,Euro 6,Cloth,51.0,69.0,5.141975308641972
Fiat,New,IT,20900.0,Sedan,Used,5.0,1.0,2,Manual,Benzine,Others,Dealer,5.0,875.0,6.0,4WD,2.0,4,1,5,2,1155.0,Euro 6,Cloth,62.0,84.0,5.7
Fiat,New,IT,17200.0,Sedan,Pre-registered,5.0,10.0,1,Manual,Electric,Others,Dealer,5.0,999.0,6.0,Rear,3.0,12,10,18,10,1055.0,Euro 6d-TEMP,Part leather,51.0,69.0,5.0
Fiat,Old,IT,5900.0,Sedan,Used,5.0,71130.0,17,Manual,Benzine,Dark,Dealer,4.0,1242.0,5.0,Front,4.0,3,1,7,1,935.0,Euro 4,Cloth,44.0,60.0,5.6
Fiat,Old,IT,9700.0,Sedan,Used,3.0,74737.0,14,Automatic,Benzine,Light,Dealer,4.0,1368.0,6.0,Front,4.0,6,2,11,1,905.0,Euro 5,Velour,73.0,99.0,6.3
Fiat,Old,IT,9900.0,Sedan,Used,5.0,90180.0,8,Manual,Diesel,Dark,Dealer,4.0,1248.0,5.0,Front,4.0,4,2,9,2,1110.0,Euro 5,Cloth,55.0,75.0,3.9
Fiat,Old,DE,8999.0,Sedan,Used,3.0,55000.0,7,Manual,Benzine,Dark,Dealer,4.0,1242.0,5.0,Front,4.0,6,3,14,4,940.0,Euro 6,Cloth,51.0,69.0,4.9
Fiat,New,FR,16290.0,Sedan,Used,3.0,10.0,1,Manual,Benzine,Dark,Dealer,4.0,999.0,6.0,Front,3.0,4,3,6,1,980.0,Euro 6d-TEMP,Cloth,51.0,69.0,3.9
Fiat,New,IT,10490.0,Sedan,Used,4.0,30000.0,5,Manual,Benzine,Dark,Dealer,5.0,1368.0,6.0,Front,4.0,8,10,15,5,1225.0,Euro 6,Cloth,70.0,95.0,5.7
Fiat,Old,IT,9900.0,Sedan,Used,5.0,99000.0,7,Manual,Diesel,Light,Dealer,5.0,1598.0,5.0,Front,4.0,3,7,2,3,1030.0,Euro 6,Cloth,70.0,95.0,0.0
Fiat,Old,IT,11500.0,Sedan,Used,5.0,82223.0,7,Manual,Benzine,Dark,Dealer,5.0,1368.0,6.0,Front,4.0,3,1,7,2,1385.0,Euro 6,Cloth,70.0,95.0,5.7
Fiat,New,IT,20270.0,Sedan,Pre-registered,5.0,1.0,2,Manual,LPG,Dark,Dealer,5.0,999.0,5.0,Front,3.0,11,7,12,2,1365.0,Euro 6d-TEMP,Cloth,74.0,101.0,5.3
Fiat,Old,IT,4800.0,Sedan,Used,5.0,230000.0,12,Manual,Benzine,Dark,Dealer,4.0,1242.0,5.0,Front,4.0,4,3,7,4,935.0,Euro 5,Cloth,51.0,69.0,4.9
Fiat,Old,IT,6980.0,Sedan,Used,5.0,110300.0,9,Manual,Benzine,Others,Dealer,5.0,1242.0,5.0,Front,4.0,9,9,12,3,1105.0,Euro 6,Cloth,49.0,67.0,5.3
Fiat,New,IT,15990.0,Sedan,Pre-registered,4.0,10.0,1,Manual,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,12,6,13,2,1315.0,Euro 6d,Cloth,74.0,101.0,5.7
Fiat,New,AT,17490.0,Sedan,Demonstration,3.0,10.0,1,Manual,Benzine,Dark,Dealer,4.0,999.0,6.0,Front,4.0,10,5,11,2,989.0,Euro 6d-TEMP,Other,52.0,71.0,5.102272727272736
Fiat,New,IT,15900.0,Sedan,Used,5.0,37380.0,5,Manual,Benzine,Light,Dealer,4.0,1368.0,6.0,Front,4.0,5,1,9,2,1245.0,Euro 6,Cloth,70.0,95.0,6.1
Fiat,New,IT,17800.0,Sedan,Pre-registered,3.0,50.0,2,Manual,Electric,Light,Dealer,4.0,999.0,6.0,Front,3.0,11,7,10,5,1055.0,Euro 6d-TEMP,Other,51.0,69.0,4.564179104477613
Fiat,New,IT,27890.0,Sedan,Pre-registered,5.0,1.0,1,Automatic,Electric,Others,Dealer,5.0,1468.0,7.0,Front,4.0,16,12,18,5,1425.0,Euro 6d-TEMP,Cloth,96.0,131.0,5.2
Fiat,Old,IT,5890.0,Sedan,Used,5.0,88000.0,11,Manual,Benzine,Light,Dealer,4.0,1242.0,5.0,Front,4.0,3,4,7,3,935.0,Euro 5,Cloth,51.0,69.0,4.9
Fiat,New,IT,14900.0,Sedan,Used,4.0,14900.0,3,Manual,Benzine,Dark,Dealer,5.0,1368.0,6.0,Front,4.0,3,4,7,1,1370.0,Euro 6,Cloth,70.0,95.0,5.6
Fiat,Old,IT,4290.0,Sedan,Used,5.0,179820.0,11,Manual,Diesel,Light,Dealer,4.0,1248.0,5.0,Front,4.0,5,1,10,1,1220.0,Euro 5,Cloth,55.0,75.0,4.7
Fiat,New,IT,17390.0,Sedan,Pre-registered,5.0,10.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,12,6,13,2,1315.0,Euro 6d,Cloth,74.0,101.0,5.7
Fiat,Old,IT,8900.0,Sedan,Used,5.0,99636.0,6,Manual,LPG,Light,Dealer,5.0,875.0,5.0,Front,2.0,8,3,10,2,1075.0,Euro 6,Velour,63.0,86.0,4.6
Fiat,New,IT,16490.0,Sedan,Used,5.0,16066.0,2,Manual,Benzine,Dark,Dealer,5.0,1368.0,6.0,Front,4.0,5,4,12,2,1335.0,Euro 6,Cloth,70.0,95.0,5.7
Fiat,Old,IT,12400.0,Sedan,Used,4.0,67680.0,7,Manual,Benzine,Dark,Dealer,5.0,1368.0,6.0,Front,4.0,4,4,7,2,1385.0,Euro 6,Cloth,70.0,95.0,5.7
Fiat,New,IT,20280.0,Sedan,Used,5.0,9449.0,2,Manual,Benzine,Others,Dealer,5.0,1498.0,6.0,4WD,4.0,14,7,20,3,1125.0,Euro 6,Cloth,63.0,86.0,4.9
Fiat,New,IT,18700.0,Sedan,Pre-registered,3.0,35.0,1,Manual,Electric,Light,Dealer,4.0,999.0,6.0,Front,3.0,14,7,14,4,1055.0,Euro 6d-TEMP,Part leather,70.0,95.0,4.370786516853928
Fiat,Old,DE,11370.0,Sedan,Used,3.0,43356.0,7,Manual,Benzine,Dark,Dealer,4.0,875.0,6.0,Front,2.0,10,5,15,6,1015.0,Euro 6,Cloth,77.0,105.0,4.2
Fiat,Old,IT,11900.0,Sedan,Used,5.0,45128.0,6,Manual,Diesel,Light,Dealer,5.0,1248.0,5.0,Front,4.0,5,2,4,1,1045.0,Euro 6,Cloth,70.0,95.0,3.6
Fiat,Old,IT,8900.0,Sedan,Used,5.0,71342.0,7,Manual,Benzine,Others,Dealer,5.0,1242.0,5.0,Front,4.0,7,2,9,2,1030.0,Euro 6,Cloth,51.0,69.0,5.3
Fiat,Old,IT,16500.0,Sedan,Used,5.0,58000.0,6,Manual,Diesel,Light,Dealer,4.0,1248.0,5.0,4WD,4.0,5,1,7,3,1075.0,Euro 6,Cloth,70.0,95.0,4.4
Fiat,Old,AT,7297.0,Sedan,Used,3.0,87100.0,10,Manual,Benzine,Others,Dealer,4.0,1242.0,5.0,Front,4.0,7,5,11,1,905.0,Euro 5,Cloth,51.0,69.0,5.377777777777777
Fiat,Old,IT,3200.0,Sedan,Used,5.0,140000.0,17,Manual,Benzine,Dark,Dealer,5.0,1242.0,5.0,Front,4.0,4,3,5,1,935.0,Euro 4,Other,44.0,60.0,5.7
Fiat,New,IT,17390.0,Sedan,Pre-registered,5.0,10.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,4.0,12,6,13,2,1315.0,Euro 6d,Cloth,74.0,101.0,5.4
SEAT,New,ES,30990.0,Compact,Used,5.0,30000.0,4,Automatic,Benzine,Dark,Dealer,5.0,1984.0,7.0,Front,4.0,4,3,6,2,1431.0,Euro 4,Cloth,213.0,290.0,6.7
SEAT,Old,ES,7990.0,Compact,Used,5.0,144300.0,9,Manual,Diesel,Dark,Dealer,5.0,1598.0,5.0,Front,4.0,5,1,7,1,1170.0,Euro 6,Cloth,77.0,105.0,4.2
SEAT,New,ES,8990.0,Compact,Used,5.0,204000.0,5,Manual,Diesel,Light,Dealer,5.0,1598.0,5.0,Front,4.0,4,2,7,1,1243.0,Euro 6,Cloth,70.0,95.0,3.7
SEAT,New,ES,11990.0,Compact,Used,5.0,63613.0,5,Manual,Diesel,Light,Dealer,5.0,1598.0,5.0,Front,4.0,5,3,7,1,1295.0,Euro 6,Cloth,85.0,116.0,4.3
SEAT,New,ES,14990.0,Compact,Used,5.0,88568.0,3,Manual,Benzine,Others,Dealer,5.0,1395.0,7.0,Front,4.0,3,12,21,1,1316.0,Euro 6,Cloth,110.0,150.0,4.8
SEAT,Old,DE,5270.0,Compact,Used,3.0,125941.0,9,Manual,Benzine,Others,Dealer,5.0,1197.0,5.0,Front,3.0,10,4,13,2,1090.0,Euro 5,Cloth,77.0,105.0,5.1
SEAT,Old,ES,25900.0,Compact,Used,5.0,67000.0,7,Manual,Benzine,Light,Dealer,5.0,1984.0,6.0,Front,4.0,5,2,7,1,1395.0,Euro 4,Cloth,213.0,290.0,6.7
SEAT,New,DE,12490.0,Compact,Used,4.0,110900.0,5,Manual,Diesel,Dark,Dealer,5.0,1598.0,5.0,Front,3.0,17,7,18,5,1128.0,Euro 6,Cloth,85.0,116.0,4.1
SEAT,New,ES,30600.0,Compact,Used,5.0,18750.0,4,Automatic,Benzine,Light,Dealer,5.0,1984.0,7.0,Front,4.0,6,3,8,3,1431.0,Euro 4,Cloth,213.0,290.0,6.7
SEAT,Old,ES,6900.0,Compact,Used,5.0,156000.0,13,Manual,Diesel,Others,Dealer,5.0,1598.0,5.0,Front,4.0,4,3,9,1,1365.0,Euro 5,Cloth,77.0,105.0,4.5
SEAT,Old,ES,1699.0,Compact,Used,4.0,269789.0,19,Manual,Diesel,Others,Dealer,5.0,1896.0,5.0,Front,4.0,2,3,4,1,1152.0,Euro 4,Cloth,47.0,64.0,4.8
SEAT,Old,ES,8900.0,Compact,Used,5.0,76600.0,16,Manual,Diesel,Others,Dealer,5.0,1896.0,5.0,Front,4.0,1,1,6,2,1144.0,Euro 4,Cloth,74.0,101.0,5.0
SEAT,New,ES,17750.0,Compact,Pre-registered,5.0,100.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,6.0,Front,3.0,17,9,21,9,1238.0,Euro 6,Cloth,81.0,110.0,0.0
SEAT,Old,ES,4200.0,Compact,Used,4.0,206000.0,17,Manual,Diesel,Dark,Dealer,5.0,1896.0,5.0,Front,4.0,4,1,7,1,1171.0,Euro 4,Cloth,74.0,101.0,4.9
SEAT,New,DE,20900.0,Compact,Used,5.0,36085.0,5,Automatic,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,17,9,18,4,1128.0,Euro 6,alcantara,85.0,116.0,4.7
SEAT,New,ES,21900.0,Compact,Used,5.0,16900.0,3,Manual,Diesel,Dark,Dealer,5.0,1968.0,6.0,Front,4.0,3,12,21,1,1316.0,Euro 6,Cloth,85.0,116.0,3.8
SEAT,Old,ES,12200.0,Compact,Used,3.0,108000.0,11,Automatic,Benzine,Others,Dealer,5.0,1390.0,7.0,Front,4.0,4,3,9,2,1259.0,Euro 5,Cloth,132.0,179.0,6.4
SEAT,Old,ES,9000.0,Compact,Used,5.0,131439.0,11,Manual,Diesel,Light,Dealer,5.0,1598.0,5.0,Front,4.0,5,3,8,1,1170.0,Euro 6,Cloth,77.0,105.0,4.3
SEAT,Old,DE,13289.0,Compact,Used,3.0,79150.0,7,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,17,5,19,6,1034.0,Euro 6,Cloth,81.0,110.0,5.2
SEAT,Old,ES,8900.0,Compact,Used,5.0,220209.0,14,Manual,Diesel,Light,Dealer,5.0,1968.0,6.0,Front,4.0,6,3,10,4,1390.0,Euro 6,Cloth,103.0,140.0,5.6
SEAT,New,ES,13900.0,Compact,Used,5.0,92916.0,4,Manual,Diesel,Light,Dealer,5.0,1598.0,5.0,Front,4.0,4,2,6,1,1331.0,Euro 5,Cloth,85.0,116.0,4.2
SEAT,New,DE,14940.0,Compact,Used,4.0,73250.0,3,Manual,Diesel,Dark,Dealer,5.0,1598.0,5.0,Front,3.0,14,11,14,7,1134.0,Euro 6d-TEMP,Cloth,70.0,95.0,3.9
SEAT,New,DE,19900.0,Compact,Used,5.0,27840.0,5,Manual,Benzine,Dark,Dealer,5.0,1498.0,5.0,Front,3.0,17,12,18,9,1128.0,Euro 6,alcantara,110.0,150.0,4.2
SEAT,New,DE,16900.0,Compact,Used,5.0,71722.0,5,Manual,Diesel,Others,Dealer,5.0,1598.0,5.0,Front,3.0,18,13,22,7,1128.0,Euro 6,alcantara,85.0,116.0,3.9
SEAT,New,DE,17790.0,Compact,Used,5.0,57880.0,4,Manual,Benzine,Others,Dealer,5.0,999.0,6.0,Front,3.0,18,10,22,5,1189.0,Euro 6,Cloth,85.0,116.0,5.0
SEAT,New,ES,30990.0,Compact,Pre-registered,5.0,5000.0,1,Automatic,Diesel,Dark,Dealer,5.0,1968.0,7.0,Front,4.0,22,12,24,12,1316.0,Euro 6,Cloth,110.0,150.0,4.0
SEAT,Old,ES,12500.0,Compact,Used,5.0,92385.0,7,Manual,Diesel,Light,Dealer,5.0,1598.0,6.0,Front,4.0,5,2,7,1,1260.0,Euro 5,Cloth,81.0,110.0,4.0
SEAT,New,DE,17990.0,Compact,Used,5.0,53700.0,3,Manual,Benzine,Dark,Dealer,5.0,1498.0,7.0,Front,4.0,15,7,13,5,1239.0,Euro 6d-TEMP,Cloth,96.0,131.0,5.2
SEAT,New,DE,20950.0,Compact,Used,5.0,11853.0,4,Automatic,Benzine,Dark,Dealer,5.0,999.0,7.0,Front,3.0,20,10,22,4,1172.0,Euro 6d-TEMP,alcantara,85.0,116.0,4.9
SEAT,New,ES,11890.0,Compact,Used,5.0,121988.0,5,Manual,Diesel,Light,Dealer,5.0,1598.0,5.0,Front,4.0,4,2,6,1,1331.0,Euro 5,Cloth,85.0,116.0,4.2
SEAT,New,ES,17090.0,Compact,Used,5.0,56150.0,5,Manual,Benzine,Others,Dealer,5.0,1498.0,6.0,Front,4.0,6,3,8,2,1186.0,Euro 6d,Cloth,110.0,150.0,5.1
SEAT,New,DE,10980.0,Compact,Used,5.0,86002.0,5,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,7,7,16,3,1128.0,Euro 6,Cloth,55.0,75.0,4.9
SEAT,New,DE,19900.0,Compact,Used,5.0,36529.0,5,Manual,Benzine,Others,Dealer,5.0,1498.0,5.0,Front,3.0,19,12,21,10,1128.0,Euro 6,alcantara,110.0,150.0,4.9
SEAT,Old,DE,4650.0,Compact,Used,2.0,149990.0,12,Manual,Benzine,Light,Dealer,5.0,1198.0,5.0,Front,3.0,9,7,12,7,1050.0,Euro 5,Cloth,51.0,69.0,5.9
SEAT,Old,ES,4490.0,Compact,Used,5.0,163950.0,14,Manual,Benzine,Light,Dealer,5.0,1390.0,5.0,Front,4.0,2,2,7,1,1053.0,Euro 5,Cloth,63.0,86.0,6.5
SEAT,Old,ES,17900.0,Compact,Used,5.0,106000.0,6,Manual,Diesel,Light,Dealer,5.0,1968.0,6.0,Front,4.0,6,2,7,1,1370.0,Euro 6,Cloth,135.0,184.0,4.5
SEAT,New,DE,19990.0,Compact,Demonstration,4.0,100.0,2,Manual,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,13,6,18,10,1239.0,Euro 6d,Cloth,81.0,110.0,4.3
SEAT,New,DE,23790.0,Compact,Demonstration,5.0,5000.0,1,Automatic,Benzine,Others,Dealer,5.0,999.0,7.0,Front,3.0,18,10,24,4,1238.0,Euro 6,Cloth,81.0,110.0,4.8
SEAT,Old,ES,11990.0,Compact,Used,5.0,127500.0,6,Manual,Benzine,Light,Dealer,5.0,1197.0,6.0,Front,4.0,4,2,6,1,1213.0,Euro 5,Cloth,81.0,110.0,4.9
SEAT,New,BE,12900.0,Compact,Used,5.0,44012.0,4,Manual,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,11,5,16,3,1028.0,Euro 6d-TEMP,Cloth,59.0,80.0,4.580000000000001
SEAT,New,DE,14799.0,Compact,Used,5.0,27474.0,4,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,16,8,18,8,1122.0,Euro 6d-TEMP,Cloth,70.0,95.0,4.7
SEAT,Old,ES,13950.0,Compact,Used,5.0,112567.0,6,Manual,Diesel,Others,Dealer,5.0,1598.0,5.0,Front,4.0,5,2,6,1,1331.0,Euro 5,Cloth,85.0,116.0,3.8
SEAT,New,ES,13950.0,Compact,Used,5.0,23043.0,2,Manual,LPG,Dark,Dealer,5.0,999.0,5.0,Front,3.0,6,3,8,1,1239.0,Euro 6,Cloth,66.0,90.0,5.0
SEAT,New,ES,21700.0,Compact,Used,5.0,23500.0,2,Manual,Benzine,Others,Dealer,5.0,1498.0,6.0,Front,4.0,4,1,7,3,1316.0,Euro 6d-TEMP,Cloth,110.0,150.0,5.3
SEAT,Old,DE,13980.0,Compact,Used,4.0,21474.0,9,Automatic,Benzine,Others,Dealer,5.0,1390.0,5.0,Front,3.0,10,3,13,7,1170.0,Euro 5,Cloth,110.0,150.0,5.9
SEAT,Old,ES,4999.0,Compact,Used,5.0,204589.0,18,Manual,Diesel,Others,Dealer,5.0,1896.0,5.0,Front,4.0,2,1,6,1,1165.0,Euro 4,Cloth,74.0,101.0,4.9
SEAT,Old,DE,7290.0,Compact,Used,5.0,122150.0,11,Manual,Benzine,Light,Dealer,5.0,1390.0,5.0,Front,4.0,11,6,13,3,1170.0,Euro 5,Cloth,63.0,86.0,6.2
SEAT,New,DE,20990.0,Compact,Pre-registered,5.0,7.0,1,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,13,9,19,5,1238.0,Euro 6,Cloth,59.0,80.0,4.7
SEAT,New,DE,14480.0,Compact,Used,4.0,27700.0,5,Manual,Benzine,Dark,Dealer,5.0,999.0,5.0,Front,3.0,15,8,14,9,1128.0,Euro 6,Cloth,70.0,95.0,4.7
SEAT,Old,ES,6350.0,Compact,Used,5.0,183450.0,15,Manual,Diesel,Dark,Dealer,5.0,1896.0,6.0,Front,4.0,10,4,12,2,1224.0,Euro 4,Cloth,77.0,105.0,5.2
SEAT,New,ES,12990.0,Compact,Used,5.0,44000.0,4,Manual,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,3,2,7,4,1102.0,Euro 6,Cloth,59.0,80.0,4.6
SEAT,New,DE,26990.0,Compact,Demonstration,4.0,2500.0,1,Automatic,Benzine,Light,Dealer,5.0,1498.0,5.0,Front,3.0,18,10,24,13,1238.0,Euro 6d,Cloth,110.0,150.0,4.8
SEAT,Old,ES,2950.0,Compact,Used,5.0,269000.0,21,Manual,Diesel,Others,Dealer,5.0,1896.0,5.0,Front,4.0,3,3,6,2,1307.0,Euro 4,Cloth,81.0,110.0,5.2
SEAT,New,DE,24470.0,Compact,Pre-registered,5.0,15.0,2,Automatic,Benzine,Dark,Dealer,5.0,1498.0,7.0,Front,4.0,16,12,21,11,1184.0,Euro 6d,Cloth,110.0,150.0,9.5
SEAT,Old,DE,6800.0,Compact,Used,2.0,99800.0,8,Manual,Benzine,Dark,Dealer,4.0,999.0,5.0,Front,3.0,7,5,12,8,840.0,Euro 5,Cloth,44.0,60.0,4.2
SEAT,New,DE,25370.0,Compact,Pre-registered,5.0,15.0,2,Automatic,Benzine,Dark,Dealer,5.0,1498.0,7.0,Front,4.0,16,12,21,12,1184.0,Euro 6d,Cloth,110.0,150.0,9.5
SEAT,New,DE,17890.0,Compact,Used,5.0,41079.0,3,Manual,Benzine,Light,Dealer,5.0,999.0,5.0,Front,3.0,16,10,20,6,1134.0,Euro 6,alcantara,70.0,95.0,4.6
SEAT,Old,DE,6980.0,Compact,Used,4.0,62596.0,11,Manual,Benzine,Others,Dealer,5.0,1000.0,5.0,Front,3.0,6,3,12,4,940.0,Euro 5,Cloth,55.0,75.0,4.7
